date,Baghdad,Cairo,Tripoli,Amman,Manama,Damascus,Riyadh
2012-11-25,5.0,47.0,0.0,4.0,2.0,1.0,0.0
2012-12-02,5.0,39.0,4.0,7.0,2.0,10.0,9.0
2012-12-09,3.0,12.0,0.0,4.0,4.0,10.0,0.0
2012-12-16,4.0,17.0,4.0,1.0,6.0,9.0,1.0
2012-12-23,5.0,6.0,2.0,0.0,10.0,6.0,0.0
2012-12-30,4.0,6.0,0.0,1.0,3.0,0.0,0.0
2013-01-06,2.0,13.0,0.0,2.0,1.0,2.0,0.0
2013-01-13,1.0,7.0,0.0,0.0,0.0,10.0,0.0
2013-01-20,2.0,4.0,0.0,8.0,3.0,3.0,1.0
2013-01-27,9.0,40.0,0.0,6.0,8.0,1.0,2.0
2013-02-03,5.0,64.0,0.0,0.0,3.0,2.0,1.0
2013-02-10,3.0,32.0,1.0,0.0,0.0,1.0,0.0
2013-02-17,6.0,27.0,0.0,0.0,12.0,1.0,1.0
2013-02-24,1.0,12.0,3.0,0.0,2.0,0.0,3.0
2013-03-03,2.0,9.0,1.0,2.0,5.0,1.0,3.0
2013-03-10,3.0,32.0,2.0,1.0,0.0,1.0,6.0
2013-03-17,3.0,20.0,5.0,1.0,3.0,0.0,3.0
2013-03-24,9.0,31.0,3.0,2.0,1.0,0.0,31.0
2013-03-31,3.0,28.0,6.0,0.0,0.0,1.0,3.0
2013-04-07,4.0,19.0,2.0,0.0,0.0,2.0,1.0
2013-04-14,1.0,17.0,7.0,1.0,2.0,2.0,1.0
2013-04-21,6.0,19.0,4.0,3.0,2.0,0.0,1.0
2013-04-28,6.0,26.0,2.0,2.0,1.0,3.0,3.0
2013-05-05,1.0,17.0,5.0,3.0,1.0,0.0,8.0
2013-05-12,0.0,33.0,1.0,0.0,4.0,2.0,0.0
2013-05-19,2.0,16.0,0.0,0.0,3.0,8.0,3.0
2013-05-26,2.0,5.0,0.0,3.0,1.0,1.0,2.0
2013-06-02,6.0,12.0,4.0,1.0,10.0,0.0,2.0
2013-06-09,1.0,38.0,3.0,0.0,1.0,1.0,1.0
2013-06-16,0.0,14.0,1.0,1.0,1.0,1.0,1.0
2013-06-23,2.0,14.0,3.0,0.0,2.0,6.0,0.0
2013-06-30,1.0,17.0,5.0,0.0,2.0,1.0,2.0
2013-07-07,0.0,103.0,1.0,3.0,1.0,2.0,0.0
2013-07-14,0.0,48.0,0.0,6.0,0.0,1.0,0.0
2013-07-21,3.0,31.0,1.0,1.0,4.0,3.0,0.0
2013-07-28,4.0,76.0,1.0,2.0,0.0,3.0,3.0
2013-08-04,1.0,52.0,3.0,6.0,4.0,0.0,2.0
2013-08-11,3.0,23.0,0.0,2.0,5.0,2.0,4.0
2013-08-18,3.0,131.0,4.0,3.0,8.0,3.0,0.0
2013-08-25,7.0,166.0,2.0,0.0,1.0,2.0,0.0
2013-09-01,3.0,70.0,2.0,1.0,2.0,4.0,1.0
2013-09-08,3.0,24.0,2.0,0.0,2.0,1.0,6.0
2013-09-15,14.0,18.0,4.0,5.0,0.0,0.0,0.0
2013-09-22,0.0,49.0,0.0,0.0,1.0,0.0,2.0
2013-09-29,2.0,32.0,2.0,4.0,6.0,0.0,0.0
2013-10-06,4.0,43.0,8.0,5.0,7.0,3.0,3.0
2013-10-13,8.0,46.0,22.0,2.0,6.0,2.0,0.0
2013-10-20,1.0,17.0,2.0,7.0,3.0,1.0,0.0
2013-10-27,3.0,10.0,1.0,0.0,0.0,1.0,2.0
2013-11-03,0.0,45.0,3.0,3.0,6.0,2.0,10.0
2013-11-10,0.0,30.0,3.0,1.0,3.0,1.0,10.0
2013-11-17,0.0,15.0,2.0,1.0,2.0,0.0,8.0
2013-11-24,3.0,45.0,7.0,4.0,3.0,1.0,10.0
2013-12-01,2.0,96.0,6.0,0.0,0.0,2.0,0.0
2013-12-08,4.0,32.0,7.0,1.0,1.0,4.0,0.0
2013-12-15,3.0,39.0,5.0,4.0,1.0,2.0,2.0
2013-12-22,1.0,43.0,1.0,0.0,0.0,4.0,4.0
2013-12-29,6.0,39.0,5.0,5.0,2.0,0.0,1.0
2014-01-05,3.0,57.0,0.0,4.0,0.0,4.0,3.0
2014-01-12,0.0,50.0,1.0,0.0,1.0,0.0,3.0
2014-01-19,0.0,27.0,1.0,1.0,0.0,0.0,6.0
2014-01-26,5.0,62.0,12.0,0.0,4.0,1.0,0.0
2014-02-02,1.0,39.0,1.0,4.0,2.0,1.0,5.0
2014-02-09,5.0,14.0,1.0,2.0,0.0,2.0,6.0
2014-02-16,0.0,28.0,9.0,3.0,11.0,1.0,3.0
2014-02-23,1.0,23.0,2.0,0.0,3.0,6.0,6.0
2014-03-02,4.0,28.0,2.0,2.0,3.0,3.0,5.0
2014-03-09,5.0,28.0,14.0,3.0,13.0,2.0,11.0
2014-03-16,6.0,42.0,20.0,1.0,0.0,3.0,10.0
2014-03-23,5.0,36.0,7.0,1.0,0.0,4.0,8.0
2014-03-30,0.0,50.0,2.0,2.0,4.0,0.0,0.0
2014-04-06,1.0,23.0,4.0,7.0,2.0,0.0,3.0
2014-04-13,1.0,29.0,15.0,7.0,1.0,0.0,0.0
2014-04-20,2.0,28.0,11.0,1.0,3.0,3.0,8.0
2014-04-27,0.0,28.0,6.0,5.0,11.0,2.0,17.0
2014-05-04,2.0,48.0,3.0,4.0,2.0,0.0,1.0
2014-05-11,3.0,16.0,4.0,2.0,1.0,1.0,6.0
2014-05-18,3.0,20.0,14.0,4.0,1.0,0.0,0.0
2014-05-25,1.0,56.0,8.0,10.0,0.0,0.0,0.0
2014-06-01,1.0,19.0,1.0,8.0,0.0,4.0,1.0
2014-06-08,0.0,36.0,8.0,4.0,2.0,0.0,0.0
2014-06-15,9.0,60.0,0.0,4.0,2.0,0.0,3.0
2014-06-22,4.0,28.0,1.0,5.0,0.0,2.0,0.0
2014-06-29,0.0,71.0,0.0,9.0,1.0,0.0,1.0
2014-07-06,2.0,35.0,2.0,4.0,0.0,0.0,1.0
2014-07-13,1.0,9.0,2.0,0.0,1.0,1.0,3.0
2014-07-20,0.0,28.0,8.0,2.0,0.0,0.0,0.0
2014-07-27,5.0,8.0,2.0,1.0,0.0,0.0,2.0
2014-08-03,0.0,2.0,1.0,0.0,0.0,0.0,5.0
2014-08-10,2.0,40.0,3.0,5.0,3.0,0.0,0.0
2014-08-17,2.0,37.0,0.0,3.0,1.0,0.0,2.0
2014-08-24,0.0,16.0,3.0,3.0,0.0,0.0,23.0
2014-08-31,2.0,29.0,0.0,0.0,4.0,0.0,8.0
2014-09-07,6.0,10.0,10.0,0.0,4.0,8.0,21.0
2014-09-14,3.0,17.0,2.0,1.0,2.0,1.0,3.0
2014-09-21,1.0,36.0,2.0,7.0,0.0,1.0,8.0
2014-09-28,3.0,13.0,1.0,3.0,0.0,0.0,2.0
2014-10-05,2.0,15.0,0.0,1.0,1.0,0.0,1.0
2014-10-12,0.0,13.0,0.0,3.0,0.0,0.0,0.0
2014-10-19,3.0,17.0,2.0,3.0,0.0,0.0,20.0
2014-10-26,2.0,29.0,1.0,3.0,0.0,0.0,2.0
2014-11-02,1.0,20.0,6.0,9.0,4.0,0.0,1.0
2014-11-09,0.0,12.0,3.0,4.0,0.0,3.0,20.0
2014-11-16,0.0,18.0,2.0,5.0,0.0,9.0,3.0
2014-11-23,5.0,24.0,2.0,10.0,3.0,0.0,11.0
2014-11-30,0.0,61.0,5.0,3.0,0.0,1.0,7.0
2014-12-07,0.0,46.0,0.0,0.0,1.0,0.0,1.0
2014-12-14,0.0,27.0,6.0,6.0,1.0,0.0,6.0
2014-12-21,2.0,23.0,2.0,3.0,0.0,2.0,1.0
2014-12-28,0.0,10.0,1.0,9.0,4.0,5.0,1.0
2015-01-04,1.0,8.0,0.0,1.0,22.0,2.0,0.0
2015-01-11,1.0,8.0,5.0,0.0,8.0,0.0,2.0
2015-01-18,1.0,7.0,5.0,6.0,2.0,1.0,3.0
2015-01-25,2.0,32.0,2.0,8.0,3.0,0.0,0.0
2015-02-01,0.0,45.0,2.0,27.0,1.0,1.0,2.0
2015-02-08,7.0,61.0,1.0,25.0,1.0,0.0,2.0
2015-02-15,0.0,14.0,0.0,12.0,6.0,2.0,5.0
2015-02-22,3.0,6.0,0.0,0.0,2.0,2.0,2.0
2015-03-01,2.0,53.0,1.0,4.0,12.0,5.0,4.0
2015-03-08,1.0,19.0,4.0,6.0,1.0,2.0,3.0
2015-03-15,1.0,14.0,1.0,10.0,3.0,1.0,3.0
2015-03-22,0.0,30.0,2.0,6.0,3.0,1.0,0.0
